steps,n,topology,num_communities,p_in,p_out,bridge_fraction,delay_steps,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,noise_mode,name,classifier_accuracy,bridge_multiplier,seed,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,bridge_multiplier_used_mean_tail,bridge_multiplier_used_max,bridge_multiplier_used_amp_tail,bridge_multiplier_used_std_tail,content_frac_H_mean_tail,content_frac_H_max,content_frac_H_amp_tail,content_frac_H_std_tail,content_frac_P_mean_tail,content_frac_P_max,content_frac_P_amp_tail,content_frac_P_std_tail,content_frac_D_mean_tail,content_frac_D_max,content_frac_D_amp_tail,content_frac_D_std_tail,regime_fixed,regime
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,1,default,0.36266666666666664,0.8083333333333333,0.14583333333333331,0.0247930321752795,0.44095,0.5208333333333334,0.16666666666666669,0.028155821383468425,0.19638333333333333,0.37083333333333335,0.15833333333333333,0.023007613474191054,0.6154181237864,0.7824484043591601,0.1680156241384243,0.030012189275451878,0.6149940444222405,0.7824484043591601,0.1680156241384243,0.030077271153742296,0.19753544491861183,0.4885680964094627,0.2286374606840193,0.04284573174237798,0.19563333333333333,0.5041666666666667,0.25416666666666665,0.04761347848386351,2.197446700410676,2.3525431996703077,0.2677794924398622,0.04691215603248667,1.0,1.0,0.0,0.0,0.25242857142857145,0.5,0.3571428571428571,0.07005260414102231,0.07257142857142855,0.17857142857142858,0.17857142857142858,0.036263210119393256,0.22483333333333333,0.30833333333333335,0.14583333333333334,0.023844985496605638,0.05499999999999999,0.09583333333333334,0.07500000000000001,0.012516655570345725,0.24642857142857144,0.4642857142857143,0.3928571428571429,0.08038491583548217,0.04414285714285713,0.14285714285714285,0.14285714285714285,0.03550481427545698,1.0,1.0,0.0,0.0,0.34166666666666673,0.3416666666666667,0.0,5.551115123125783e-17,0.44166666666666654,0.44166666666666665,0.0,1.1102230246251565e-16,0.21666666666666673,0.21666666666666667,0.0,5.551115123125783e-17,oscillatory,oscillatory
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,2,default,0.37875,0.7833333333333333,0.13333333333333336,0.02585281523462301,0.40668333333333334,0.475,0.14166666666666666,0.0261137947793456,0.21456666666666666,0.3958333333333333,0.11249999999999999,0.02195718055165047,0.6190038111272549,0.8158740329442637,0.16570772528584,0.031235352190189213,0.6184569951847436,0.8158740329442637,0.16570772528584,0.03128276194371896,0.20221455546604494,0.5408752792955037,0.24868836383928855,0.045472656923632976,0.2027,0.5458333333333333,0.2666666666666667,0.05472724286049053,2.2248883173545444,2.4386007794145232,0.27548973586732606,0.050185464755644636,1.0,1.0,0.0,0.0,0.2257142857142857,0.4642857142857143,0.3571428571428571,0.07050835816716038,0.013142857142857142,0.10714285714285714,0.10714285714285714,0.0209644986603933,0.24135,0.325,0.15,0.025151700848164437,0.04145,0.075,0.07083333333333333,0.012030990076557382,0.2547142857142857,0.5,0.4642857142857143,0.08183619776911756,0.036,0.10714285714285714,0.10714285714285714,0.02979384952280848,1.0,1.0,0.0,0.0,0.3291666666666666,0.32916666666666666,0.0,5.551115123125783e-17,0.5083333333333332,0.5083333333333333,0.0,1.1102230246251565e-16,0.1625,0.1625,0.0,0.0,stable,stable
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,3,default,0.3692833333333333,0.7583333333333333,0.1333333333333333,0.025213538030193227,0.42333333333333334,0.5,0.15000000000000002,0.026541372316525844,0.20738333333333334,0.375,0.1416666666666667,0.022785235229078597,0.6251317174988716,0.8211310998746806,0.17728527018681273,0.031010804317017082,0.624769264537029,0.8211310998746806,0.17728527018681273,0.030923682272816264,0.21342678687585454,0.5539816991921699,0.25949931987664787,0.04718670233402474,0.21283333333333337,0.5916666666666667,0.2875,0.05308038976663394,2.2301637727801844,2.440450727836611,0.27681151448209373,0.04910965110321939,1.0,1.0,0.0,0.0,0.22842857142857143,0.4642857142857143,0.39285714285714285,0.07019637178832605,0.07214285714285713,0.17857142857142858,0.14285714285714285,0.03311236281856931,0.23228333333333334,0.30833333333333335,0.15000000000000002,0.02487625485388738,0.045349999999999994,0.0875,0.07083333333333333,0.01228039313521988,0.21699999999999997,0.4642857142857143,0.39285714285714285,0.07631687432096816,0.05685714285714285,0.17857142857142858,0.17857142857142858,0.039794369409939065,1.0,1.0,0.0,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.45833333333333326,0.4583333333333333,0.0,5.551115123125783e-17,0.175,0.175,0.0,0.0,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,4,default,0.39748333333333336,0.8291666666666667,0.1375,0.025207191434191954,0.41420000000000007,0.49583333333333335,0.175,0.025788110955761508,0.18831666666666666,0.36666666666666664,0.11666666666666664,0.020654895841475993,0.5873218650361389,0.8030815186938823,0.174775230288793,0.029136500396256756,0.5872963312049724,0.8030815186938823,0.174775230288793,0.028887498282285956,0.1587897296895702,0.5178408849570302,0.20848205548683976,0.035566575421799536,0.158,0.49166666666666664,0.25,0.04159694166108316,2.2035091266198212,2.4716397017907257,0.2627610825233071,0.048643033850360666,1.0,1.0,0.0,0.0,0.2578571428571429,0.5,0.35714285714285715,0.06749527572280863,0.08528571428571428,0.17857142857142858,0.17857142857142858,0.036656430234694434,0.23225,0.3125,0.13333333333333333,0.02597554940067037,0.04965,0.0875,0.0625,0.012525629281153458,0.21071428571428572,0.4642857142857143,0.32142857142857145,0.07243927787872982,0.061428571428571416,0.21428571428571427,0.17857142857142858,0.03979539507766891,1.0,1.0,0.0,0.0,0.30416666666666664,0.30416666666666664,0.0,0.0,0.5,0.5,0.0,0.0,0.1958333333333333,0.19583333333333333,0.0,2.7755575615628914e-17,stable,stable
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,5,default,0.34525,0.8041666666666667,0.125,0.0223794610698689,0.42365,0.5083333333333333,0.14583333333333331,0.02404387771461907,0.23110000000000003,0.38333333333333336,0.13333333333333333,0.0218901550677214,0.6301343957934825,0.799540837701827,0.15448712815387744,0.027611101585500508,0.6298260900608756,0.799540837701827,0.15448712815387744,0.02759758716180034,0.21173442570173265,0.49981318473213704,0.22343171270914114,0.04138872064223451,0.21218333333333333,0.5,0.275,0.047367912838404296,2.306609878730655,2.454131155235744,0.2569312788309466,0.04460157957770487,1.0,1.0,0.0,0.0,0.3048571428571429,0.5357142857142857,0.42857142857142855,0.07050025329235148,0.00957142857142857,0.10714285714285714,0.07142857142857142,0.016758184110871845,0.23943333333333333,0.3125,0.13333333333333336,0.02584969374415617,0.03623333333333333,0.06666666666666667,0.04583333333333334,0.00979971654918878,0.2537142857142857,0.4642857142857143,0.4285714285714286,0.07610733559002211,0.026142857142857138,0.10714285714285714,0.10714285714285714,0.02624880949681337,1.0,1.0,0.0,0.0,0.4,0.4,0.0,0.0,0.4541666666666666,0.45416666666666666,0.0,5.551115123125783e-17,0.14583333333333334,0.14583333333333334,0.0,0.0,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,6,default,0.35225,0.7833333333333333,0.125,0.02346406827470462,0.42236666666666667,0.49583333333333335,0.13333333333333336,0.02561214989457586,0.22538333333333332,0.37916666666666665,0.12499999999999997,0.021661672501345677,0.6452063702974433,0.8199478209086412,0.156365063843812,0.02844990782294089,0.6453600377067413,0.8199478209086412,0.156365063843812,0.02862618492805169,0.2411114902972489,0.5427732312481844,0.2382796867737504,0.0458297052847936,0.23933333333333337,0.5625,0.27499999999999997,0.05199732899123014,2.27126226469135,2.458438836765514,0.2458018959124666,0.04482166274279664,1.0,1.0,0.0,0.0,0.24742857142857144,0.5,0.39285714285714285,0.06979211112661807,0.07442857142857141,0.14285714285714285,0.14285714285714285,0.033444745781784066,0.22186666666666668,0.2875,0.12083333333333332,0.023289578022034758,0.05238333333333333,0.09166666666666666,0.07083333333333333,0.012508896833853896,0.21657142857142855,0.4642857142857143,0.3928571428571429,0.07542315997904417,0.04399999999999999,0.17857142857142858,0.17857142857142858,0.03384719564544785,1.0,1.0,0.0,0.0,0.3583333333333334,0.35833333333333334,0.0,5.551115123125783e-17,0.4291666666666666,0.42916666666666664,0.0,5.551115123125783e-17,0.21249999999999994,0.2125,0.0,5.551115123125783e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,7,default,0.35175,0.8083333333333333,0.125,0.023224298817306747,0.4154333333333334,0.4875,0.1333333333333333,0.02418978204853354,0.23281666666666667,0.375,0.10833333333333331,0.02050263533196539,0.6482149332910646,0.7958537360075593,0.14016518031289904,0.027594635526652096,0.6483874235612795,0.7958537360075593,0.14016518031289904,0.027783553847227513,0.24461378085106544,0.5031940102566118,0.22712407284098132,0.045021628819919876,0.2444666666666667,0.5,0.28750000000000003,0.05429286836736069,2.2510398129087172,2.437188934788535,0.21649516402017888,0.04358879677987591,1.0,1.0,0.0,0.0,0.25099999999999995,0.42857142857142855,0.3214285714285714,0.06650164951153545,0.031428571428571424,0.07142857142857142,0.07142857142857142,0.01603567451474546,0.22565,0.30416666666666664,0.12083333333333335,0.024750022446678933,0.04688333333333333,0.09166666666666666,0.075,0.013189652931159502,0.24828571428571425,0.5,0.4285714285714286,0.08148569424964691,0.02771428571428571,0.10714285714285714,0.10714285714285714,0.02609402152186729,1.0,1.0,0.0,0.0,0.37916666666666665,0.37916666666666665,0.0,0.0,0.43333333333333346,0.43333333333333335,0.0,1.1102230246251565e-16,0.1875,0.1875,0.0,0.0,stable,stable
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,8,default,0.3554666666666667,0.8416666666666667,0.14166666666666666,0.025985658437769947,0.41286666666666666,0.49166666666666664,0.1375,0.024858019050421357,0.2316666666666667,0.4125,0.10833333333333331,0.020323768242025284,0.6245691597963252,0.8355124283278634,0.18515019314575032,0.029222729167961647,0.623997488196331,0.8355124283278634,0.18515019314575032,0.028995561090463588,0.20441709301372538,0.5541997204254832,0.2609352568611418,0.04238112321303733,0.20411666666666667,0.6,0.25833333333333336,0.04889683300355738,2.2379061716254154,2.4934120752430973,0.2942036904539309,0.04818410537904712,1.0,1.0,0.0,0.0,0.20214285714285715,0.5,0.35714285714285715,0.06616691941211861,0.008142857142857143,0.07142857142857142,0.07142857142857142,0.015649867965798907,0.22786666666666666,0.29583333333333334,0.12916666666666668,0.024369356896634664,0.047966666666666664,0.0875,0.0625,0.011415340555585716,0.2471428571428571,0.5,0.4642857142857143,0.07747283921689285,0.02,0.07142857142857142,0.07142857142857142,0.022542476911513572,1.0,1.0,0.0,0.0,0.37083333333333335,0.37083333333333335,0.0,0.0,0.44166666666666654,0.44166666666666665,0.0,1.1102230246251565e-16,0.1875,0.1875,0.0,0.0,stable,runaway
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,9,default,0.3400333333333333,0.7625,0.14166666666666666,0.02412868279316824,0.43739999999999996,0.5041666666666667,0.1375,0.025344646596690022,0.2225666666666667,0.4,0.125,0.022336964878872868,0.6569062770900612,0.8399635473427022,0.16760502125362764,0.03007052637231185,0.6570046702836,0.8399635473427022,0.16760502125362764,0.03017549727451627,0.2638488541778036,0.5783563216125561,0.2772554358027416,0.05065648916824079,0.26596666666666663,0.625,0.29583333333333334,0.06156576429585954,2.2714710040846966,2.442727643553437,0.2548517903558416,0.047289656712820705,1.0,1.0,0.0,0.0,0.16914285714285715,0.4642857142857143,0.32142857142857145,0.05716856564545925,0.08799999999999998,0.21428571428571427,0.21428571428571427,0.03601133608366416,0.2244,0.3125,0.15416666666666667,0.026704161140582983,0.056333333333333326,0.09583333333333334,0.07500000000000001,0.014313940369055925,0.20457142857142854,0.42857142857142855,0.42857142857142855,0.06960178275924624,0.08528571428571428,0.25,0.21428571428571427,0.05047549415512523,1.0,1.0,0.0,0.0,0.3125,0.3125,0.0,0.0,0.46666666666666673,0.4666666666666667,0.0,5.551115123125783e-17,0.22083333333333327,0.22083333333333333,0.0,5.551115123125783e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,fp_heavy,default,0.0,1.0,10,default,0.36788333333333334,0.8208333333333333,0.125,0.023475288425633168,0.41936666666666667,0.49583333333333335,0.14999999999999997,0.02470805086966145,0.21275,0.37083333333333335,0.10416666666666669,0.01876406879591358,0.6211923222706308,0.8318292167803616,0.13190066866018757,0.026522825672519828,0.6207434662442858,0.8318292167803616,0.13190066866018757,0.026942328676121913,0.20308467028575294,0.5594024180883064,0.19765054641014435,0.0396214188973086,0.20505,0.5791666666666667,0.26666666666666666,0.05000122498499412,2.2520311521587444,2.5873557032645134,0.2140104346584013,0.04450928009602371,1.0,1.0,0.0,0.0,0.23599999999999996,0.42857142857142855,0.3214285714285714,0.06142790697315057,0.07057142857142855,0.17857142857142858,0.17857142857142858,0.03409590315924917,0.21891666666666668,0.2791666666666667,0.11250000000000002,0.023181200477014895,0.061700000000000005,0.10833333333333334,0.08750000000000001,0.014603043822740821,0.19614285714285715,0.42857142857142855,0.39285714285714285,0.07293007554066666,0.06342857142857142,0.17857142857142858,0.17857142857142858,0.04341635166428353,1.0,1.0,0.0,0.0,0.2958333333333334,0.29583333333333334,0.0,5.551115123125783e-17,0.4541666666666666,0.45416666666666666,0.0,5.551115123125783e-17,0.25,0.25,0.0,0.0,stable,stable
