p_out,placement,seed,radical_fraction,bridge_radical
0.004,nonbridge_biased,8,0.22581666666666667,0.21842857142857142
0.004,nonbridge_biased,9,0.23126666666666665,0.21357142857142855
0.004,nonbridge_biased,10,0.1904833333333333,0.20471428571428568
0.004,nonbridge_biased,11,0.22721666666666668,0.30885714285714283
0.004,nonbridge_biased,12,0.23214999999999997,0.22099999999999997
0.004,nonbridge_biased,13,0.191,0.25299999999999995
0.004,nonbridge_biased,14,0.20235000000000003,0.2501428571428571
0.004,nonbridge_biased,15,0.22186666666666668,0.22914285714285712
0.004,nonbridge_biased,16,0.2566833333333333,0.2651428571428571
0.004,nonbridge_biased,17,0.22055000000000002,0.29871428571428565
0.004,nonbridge_biased,18,0.20215,0.23357142857142857
0.004,nonbridge_biased,19,0.21141666666666667,0.22914285714285712
0.004,nonbridge_biased,20,0.2288,0.24171428571428571
0.004,nonbridge_biased,21,0.22938333333333333,0.2705714285714286
0.004,nonbridge_biased,22,0.18598333333333336,0.16128571428571428
0.004,nonbridge_biased,23,0.2135,0.31942857142857145
0.004,nonbridge_biased,24,0.21321666666666664,0.23971428571428569
0.004,nonbridge_biased,25,0.23421666666666663,0.3241428571428571
0.004,nonbridge_biased,26,0.21744999999999998,0.2592857142857143
0.004,nonbridge_biased,27,0.22766666666666668,0.2592857142857143
0.004,nonbridge_biased,28,0.19188333333333332,0.23185714285714284
0.004,nonbridge_biased,29,0.21569999999999998,0.23171428571428573
0.004,nonbridge_biased,30,0.21466666666666667,0.2581428571428571
0.004,nonbridge_biased,31,0.2058333333333333,0.21314285714285713
0.004,nonbridge_biased,32,0.1835,0.18342857142857139
0.004,nonbridge_biased,33,0.23265,0.298
0.004,nonbridge_biased,34,0.21608333333333335,0.2727142857142857
0.004,nonbridge_biased,35,0.21753333333333333,0.3148571428571429
0.004,nonbridge_biased,36,0.21208333333333335,0.3071428571428571
0.004,nonbridge_biased,37,0.19763333333333333,0.244
0.004,nonbridge_biased,38,0.20636666666666667,0.242
0.004,nonbridge_biased,39,0.2257333333333333,0.2531428571428571
0.004,nonbridge_biased,40,0.21233333333333337,0.26057142857142856
