seed,steps,n,topology,num_communities,p_in,p_out,bridge_fraction,delay_steps,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,bridge_multiplier,name,noise_mode,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,regime
39,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.3665333333333334,0.7958333333333333,0.16666666666666669,0.028062113644952376,0.3963666666666667,0.44583333333333336,0.12083333333333335,0.022028869946302536,0.2371,0.3875,0.11250000000000002,0.02220750623850714,0.6339988279794483,0.8405584439129073,0.1707907615475348,0.03319011165513961,0.634668713271842,0.8405584439129073,0.1707907615475348,0.03229148940784249,0.2225642933653142,0.5651156364129284,0.25107548506343474,0.04830341810591808,0.21763333333333335,0.5458333333333333,0.2791666666666667,0.056512378191763336,2.2209902403167137,2.506451210189359,0.3356112130064348,0.055622649147176746,0.3296666666666666,0.625,0.5,0.09067892074052637,0.029,0.041666666666666664,0.041666666666666664,0.019165942015286732,0.05606666666666667,0.1,0.07500000000000001,0.014629726206901101,0.10533333333333333,0.13333333333333333,0.05,0.01145765149486481,0.06933333333333333,0.25,0.25,0.05189305241445032,0.030999999999999996,0.041666666666666664,0.041666666666666664,0.018184242262647803,stable
40,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.36363333333333325,0.8125,0.13333333333333336,0.02284230967111494,0.4294666666666667,0.475,0.10416666666666663,0.02271304079647246,0.20689999999999997,0.4166666666666667,0.07916666666666666,0.01988930477529178,0.6199947719669525,0.832642879428361,0.15203041421648256,0.027004451906459854,0.6203828249965605,0.832642879428361,0.15203041421648256,0.02723872036220682,0.2034190156714448,0.5627546188450051,0.22323804600610375,0.0399194797788779,0.20153333333333334,0.5708333333333333,0.2625,0.04631575206005931,2.2437655474740703,2.458124892104254,0.25207451782933,0.04323620591549719,0.17733333333333334,0.5,0.375,0.06664666366576633,0.037333333333333336,0.125,0.125,0.02462158041682585,0.051733333333333326,0.08333333333333333,0.0625,0.014192955999368137,0.14586666666666664,0.18333333333333332,0.05,0.010428273533470861,0.06566666666666665,0.20833333333333334,0.16666666666666666,0.04721816976075583,0.09466666666666666,0.125,0.125,0.026549743668986502,stable
41,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.37110000000000004,0.7916666666666666,0.14166666666666666,0.024168068924834592,0.4168666666666667,0.5041666666666667,0.15416666666666667,0.024191688196109375,0.2120333333333333,0.39166666666666666,0.10416666666666669,0.019150108789943377,0.6052655399874028,0.7876703007910774,0.13421343350913784,0.02810742533259401,0.6059767095282306,0.7876703007910774,0.13421343350913784,0.027998678164499313,0.1774457442364216,0.47845435279655535,0.18336405900007224,0.037689735040682064,0.17783333333333332,0.45,0.21666666666666665,0.04154849910379167,2.2403740661694944,2.459437028048135,0.23787827385868265,0.04507040844651134,0.3330000000000001,0.5416666666666666,0.33333333333333326,0.06942141840479299,0.012000000000000002,0.08333333333333333,0.08333333333333333,0.01959024700655348,0.0532,0.09166666666666666,0.06666666666666665,0.01277080002714526,0.1347333333333333,0.15833333333333333,0.062499999999999986,0.01120446339634344,0.06166666666666666,0.25,0.20833333333333334,0.05044248650140519,0.09800000000000002,0.125,0.125,0.0285073090043004,stable
42,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.40623333333333334,0.7833333333333333,0.14166666666666666,0.025416661202185203,0.4111,0.4708333333333333,0.11249999999999999,0.0256847555305996,0.18266666666666673,0.37083333333333335,0.11249999999999999,0.019772315100777767,0.5758051195320906,0.8292412019569425,0.18347851595427828,0.02977046796831676,0.5753196051530092,0.8292412019569425,0.18347851595427828,0.029418455055288246,0.14444928881159122,0.5560256037351251,0.19575233602268627,0.033831880835180045,0.14323333333333332,0.575,0.2583333333333333,0.04427397028101776,2.1627499897075313,2.5053495354403266,0.2726226720003333,0.0471135863491567,0.26700000000000007,0.5,0.3333333333333333,0.06993965653015143,0.026666666666666665,0.08333333333333333,0.08333333333333333,0.021343747458109498,0.053066666666666665,0.09166666666666666,0.075,0.014917774632967212,0.15283333333333332,0.1875,0.07083333333333332,0.014039626459101787,0.07499999999999998,0.25,0.25,0.051908038341324785,0.09833333333333334,0.125,0.125,0.032659863237109045,stable
43,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.35473333333333334,0.8083333333333333,0.13749999999999996,0.02623263446760754,0.41163333333333335,0.5083333333333333,0.125,0.026417039955301577,0.2336333333333333,0.375,0.13333333333333336,0.023095069218822924,0.6514981590278164,0.8102391496240612,0.1557298371010769,0.031917060186728484,0.6507169476998976,0.8102391496240612,0.1557298371010769,0.031757824304365266,0.24982742642355482,0.5274908413123902,0.25055455830038464,0.05199242786112017,0.24586666666666665,0.5333333333333333,0.24999999999999997,0.05748066341533182,2.3160244271678425,2.55523865538678,0.2575413985029842,0.05140738558825849,0.25099999999999995,0.5,0.4166666666666667,0.07235406768877,0.002,0.08333333333333333,0.041666666666666664,0.008906926143924927,0.05913333333333332,0.09583333333333334,0.07500000000000001,0.015471263684650972,0.10000000000000002,0.125,0.0625,0.009516068282413468,0.06,0.25,0.25,0.05011098792790969,0.06400000000000002,0.08333333333333333,0.08333333333333333,0.025024432505497945,stable
44,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.38580000000000003,0.7791666666666667,0.1375,0.02542470364734967,0.35923333333333335,0.44583333333333336,0.14583333333333337,0.0244641688098238,0.2549666666666666,0.4,0.12499999999999997,0.023597881260825092,0.6373536005047186,0.8247099882230214,0.1796745222038303,0.03205829322930043,0.6362355188833598,0.8247099882230214,0.17144240459608207,0.03236932948061693,0.2281882647461194,0.5512826677730733,0.23990579333258782,0.04843983262307493,0.2269,0.6,0.2583333333333333,0.053251249333283776,2.2106082749897755,2.411546552750321,0.26633849013420896,0.04924614730470522,0.197,0.4583333333333333,0.375,0.06527208012959634,0.018666666666666665,0.125,0.08333333333333333,0.025525586292102196,0.052099999999999994,0.1,0.07500000000000001,0.015033518106772833,0.15043333333333328,0.17916666666666667,0.05416666666666667,0.01184182793697362,0.06533333333333333,0.20833333333333334,0.20833333333333334,0.05091823510950341,0.122,0.16666666666666666,0.125,0.037333333333333336,stable
45,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.3878333333333333,0.825,0.1375,0.023151673805580454,0.41936666666666667,0.4791666666666667,0.1291666666666667,0.021507466403812216,0.1928,0.37083333333333335,0.12500000000000003,0.022381639300502052,0.5741564081040316,0.7828301787350145,0.20591081092892655,0.029985318329060817,0.5755564345552566,0.7828301787350145,0.20591081092892655,0.03081670108233244,0.14290045455379088,0.4771977249916098,0.24252526874272465,0.03595957405763902,0.14456666666666668,0.5208333333333334,0.24166666666666667,0.041029203691462936,2.190984490522313,2.4642238076042626,0.31196119401221,0.04715166843304659,0.18633333333333332,0.375,0.3333333333333333,0.06573853934759696,0.005666666666666666,0.08333333333333333,0.08333333333333333,0.015224249662225648,0.05196666666666667,0.0875,0.05833333333333333,0.01373939995455082,0.13419999999999993,0.16666666666666666,0.058333333333333334,0.011059133982570446,0.05499999999999999,0.20833333333333334,0.20833333333333334,0.04790035954399972,0.12166666666666667,0.16666666666666666,0.125,0.03559026084010437,stable
46,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.3855999999999999,0.8583333333333333,0.12916666666666665,0.023478737425830867,0.4011333333333333,0.45416666666666666,0.12083333333333335,0.023929154695568423,0.21326666666666666,0.35833333333333334,0.12083333333333335,0.02063831388461761,0.5996807225069941,0.7422017998584983,0.1423226612086781,0.02767462186904786,0.6001737013447179,0.7422017998584983,0.1423226612086781,0.027124339881605918,0.17286818858703482,0.4080548199257131,0.17768995974606563,0.035232512735634644,0.16706666666666667,0.425,0.2791666666666667,0.04312264164243909,2.181233494307822,2.3438566304754644,0.24873100038841667,0.04486465561671054,0.23533333333333334,0.5,0.4583333333333333,0.07624084644510885,0.04,0.16666666666666666,0.16666666666666666,0.0334995854037363,0.04403333333333333,0.07916666666666666,0.0625,0.013232283753507303,0.15613333333333332,0.19166666666666668,0.07083333333333335,0.013484311872196765,0.043333333333333335,0.20833333333333334,0.16666666666666666,0.037043517951488115,0.15366666666666665,0.20833333333333334,0.16666666666666669,0.04262758626888357,stable
47,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.38900000000000007,0.775,0.11249999999999999,0.023276120333461457,0.40576666666666666,0.475,0.12916666666666665,0.025417535504275605,0.20523333333333335,0.4166666666666667,0.11666666666666664,0.019985439143981244,0.6119129774365101,0.8503842852225945,0.16446456100286955,0.02810595806197682,0.6125420269579723,0.8503842852225945,0.16643965577990916,0.028189144316242927,0.19508111595402103,0.5944924072475879,0.2555328753749751,0.04126095397422422,0.19726666666666665,0.5791666666666667,0.2583333333333333,0.04963506824816503,2.160495257715852,2.396837453826658,0.2387049861345214,0.043878374886384096,0.22366666666666668,0.4583333333333333,0.375,0.07081588020274047,0.037,0.125,0.125,0.03215241480476665,0.051033333333333326,0.10833333333333334,0.09166666666666667,0.015948319312356678,0.14239999999999994,0.17083333333333334,0.054166666666666655,0.012111335369993037,0.06533333333333333,0.20833333333333334,0.20833333333333334,0.048687210275846,0.12699999999999997,0.16666666666666666,0.16666666666666666,0.03529872518944558,stable
48,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.4214666666666667,0.7333333333333333,0.11249999999999999,0.022460186998331067,0.37446666666666656,0.42916666666666664,0.10416666666666663,0.02096277123325487,0.20406666666666667,0.325,0.09166666666666665,0.02001710379761379,0.5695048315280736,0.7289775194099967,0.14172211761982556,0.028968311992485504,0.5695915186375399,0.7289775194099967,0.14172211761982556,0.03011482311602623,0.13690260353218195,0.3844368383028584,0.16026588959966087,0.03311916859409492,0.14010000000000003,0.37916666666666665,0.17916666666666667,0.0376337023896873,2.1187976710332377,2.3520132203460036,0.22308193798921838,0.043943933304508034,0.12666666666666668,0.4583333333333333,0.3333333333333333,0.057831171909658245,0.013666666666666666,0.125,0.125,0.02459448899426228,0.05586666666666666,0.11666666666666667,0.09583333333333334,0.01660066933054876,0.17363333333333333,0.20833333333333334,0.07500000000000001,0.014237821306490523,0.05266666666666666,0.25,0.16666666666666666,0.042864126415142687,0.15266666666666664,0.20833333333333334,0.20833333333333334,0.042145251478929655,stable
49,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.39303333333333335,0.8,0.15000000000000002,0.024196969507219977,0.4005333333333334,0.475,0.1166666666666667,0.02466427916373529,0.2064333333333333,0.3541666666666667,0.11666666666666667,0.019773045626137953,0.591577425585206,0.7585958219292498,0.15988600136932785,0.02729510025740335,0.5909498733735651,0.7585958219292498,0.15988600136932785,0.02759604808143549,0.16068847117953383,0.43611106956131135,0.20330525293199903,0.03504131459737454,0.16086666666666666,0.475,0.24583333333333335,0.04324316259376863,2.168295825426903,2.35408857936986,0.29185597453964895,0.04702772427031682,0.18933333333333335,0.4583333333333333,0.25,0.05951283708392484,0.06466666666666666,0.16666666666666666,0.16666666666666666,0.04165199741775764,0.05246666666666666,0.09583333333333334,0.07083333333333333,0.013835301064868648,0.15159999999999998,0.17916666666666667,0.07083333333333333,0.011841358780890718,0.05766666666666667,0.20833333333333334,0.20833333333333334,0.050767443635989125,0.18799999999999997,0.25,0.16666666666666669,0.04000555516980666,stable
50,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.0,default,fn_heavy,default,0.3743666666666667,0.7916666666666666,0.1291666666666667,0.024043109431001453,0.4404666666666667,0.5041666666666667,0.11249999999999999,0.024618285886714372,0.18516666666666667,0.35833333333333334,0.10416666666666666,0.019173187296615844,0.5993131394707808,0.7797454664401401,0.15820243509404563,0.02739575053674686,0.599166223522344,0.7797454664401401,0.15820243509404563,0.027476997638654722,0.17478468212598103,0.4828270177063721,0.21125340246640995,0.03648162638516108,0.1752333333333333,0.5083333333333333,0.24166666666666664,0.04328299640479825,2.190495470392529,2.381762270671557,0.2653666739639937,0.04666538053560843,0.3003333333333334,0.5,0.4583333333333333,0.08338265207263838,0.028333333333333332,0.125,0.125,0.030092450142112977,0.0559,0.10833333333333334,0.07083333333333333,0.014192955999368135,0.13926666666666665,0.17083333333333334,0.062499999999999986,0.01259700140686046,0.04766666666666666,0.20833333333333334,0.125,0.03563082311083419,0.156,0.20833333333333334,0.16666666666666669,0.03760319135392633,stable
1,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.3880666666666668,0.8083333333333333,0.13333333333333336,0.023245931543677337,0.4179,0.48333333333333334,0.10416666666666669,0.022323530186778254,0.19403333333333334,0.35833333333333334,0.1,0.0204961785055979,0.5936140142175532,0.7782794671778658,0.15236174566405514,0.02856816011689545,0.5943788617953409,0.7782794671778658,0.15633607946730643,0.029910074266838744,0.16993099814880844,0.4829381802337206,0.2180175007940685,0.040099797842880223,0.1698,0.5333333333333333,0.2416666666666667,0.04822878347579955,2.1474272810841977,2.3532795368833717,0.2547914135718403,0.04467671494004415,0.3026666666666668,0.5416666666666666,0.3333333333333333,0.0701474637222663,0.023333333333333327,0.125,0.08333333333333333,0.024944382578492942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
2,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.36023333333333335,0.7833333333333333,0.125,0.027841336174831845,0.42736666666666673,0.4875,0.11250000000000004,0.02364867861001963,0.2124,0.3958333333333333,0.11666666666666667,0.022653574650470607,0.6231984676515532,0.8173656312456495,0.17717751942776971,0.03497120277432452,0.6221475596146231,0.8173656312456495,0.17717751942776971,0.034283974187716296,0.20809340671322787,0.5427709025931878,0.2681411824364495,0.05070577990023879,0.20856666666666668,0.5208333333333334,0.2791666666666667,0.0575285050117669,2.2369189065406165,2.4304341127478564,0.2541976420811216,0.054684259127225354,0.26799999999999996,0.5416666666666666,0.41666666666666663,0.08136611361275924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
3,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.36019999999999985,0.7583333333333333,0.09999999999999998,0.02211369610796792,0.4311,0.49583333333333335,0.1166666666666667,0.022395088747312435,0.2087,0.375,0.10416666666666666,0.01972037863057739,0.6448667582209289,0.8236024926971304,0.1385457694379607,0.02677245432084774,0.646163527723761,0.8236024926971304,0.1385457694379607,0.026994268721414666,0.247958965153225,0.5611123058690849,0.2179662740237755,0.04418874775802343,0.24533333333333335,0.6125,0.2375,0.05018742649088293,2.2439920226064456,2.4356173945032777,0.21197193401891035,0.04193441290631736,0.2163333333333333,0.4583333333333333,0.41666666666666663,0.06865695724234927,0.11099999999999999,0.25,0.25,0.053733912321115546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
4,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.3894666666666666,0.8291666666666667,0.10833333333333334,0.022819192701661373,0.4030666666666666,0.4625,0.125,0.024704610455900285,0.20746666666666663,0.375,0.0875,0.01960226744254064,0.6003601492544156,0.8002297583976261,0.1116570396896398,0.026014357518249227,0.6001541878538648,0.8002297583976261,0.11260922519237437,0.027256100685177247,0.1754949012097285,0.5150970640723141,0.14858037871135543,0.03581006935559992,0.18116666666666667,0.5041666666666667,0.21250000000000002,0.04880118395649388,2.221085756482285,2.4608063684573924,0.20112244814022384,0.04372576739629273,0.24066666666666664,0.4583333333333333,0.375,0.06255308856394615,0.026666666666666665,0.125,0.08333333333333333,0.024381231397212988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
5,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.3739333333333333,0.8041666666666667,0.11249999999999999,0.023780851307068234,0.39976666666666666,0.4625,0.1291666666666667,0.0232038311013026,0.22629999999999997,0.38333333333333336,0.09583333333333335,0.01982153710823995,0.6039034209446728,0.7964575452265077,0.12416699350356064,0.027200577325913817,0.6034542330936968,0.7964575452265077,0.12416699350356064,0.027202342534436773,0.17516335124824817,0.49571743482615155,0.1647046445286907,0.03639995649288969,0.17553333333333335,0.5166666666666667,0.27083333333333337,0.04398224389202736,2.233517435809347,2.4427144885690777,0.21521506401750878,0.0456722776279508,0.1396666666666667,0.4583333333333333,0.2916666666666667,0.06734158365296208,0.02133333333333333,0.125,0.08333333333333333,0.02561249694973139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
6,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.38010000000000005,0.7833333333333333,0.15833333333333338,0.029462141432315778,0.39683333333333337,0.45,0.11249999999999999,0.02583279569333008,0.22306666666666664,0.37916666666666665,0.12916666666666665,0.025064051281998817,0.6155315654827059,0.8178788957144972,0.18342694794952807,0.03541174704280662,0.6164434504682296,0.8178788957144972,0.18342694794952807,0.03517436585364172,0.1993179155751455,0.5416930957634317,0.2735048162114759,0.05084639704026678,0.20346666666666666,0.5333333333333333,0.2791666666666667,0.057931319489355475,2.211870317748762,2.451355503432181,0.3072619818847313,0.05753724126944282,0.26100000000000007,0.4583333333333333,0.375,0.07873020033281031,0.05233333333333333,0.16666666666666666,0.125,0.03244824939636788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
7,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.37263333333333337,0.8083333333333333,0.1166666666666667,0.02321000742017211,0.4133,0.5,0.1333333333333333,0.025009420447325664,0.21406666666666668,0.37083333333333335,0.08333333333333331,0.01980925709527408,0.6197666082082496,0.7985483370104767,0.11816090028553439,0.026299121992512605,0.6182346968104925,0.7985483370104767,0.12946665602604746,0.02625017489733631,0.19899812447433549,0.5089608263122932,0.18373602666158212,0.03829081830110618,0.20183333333333334,0.5166666666666667,0.22083333333333333,0.04866095856935916,2.2071853597420246,2.4464544020973396,0.2120360423355132,0.04454087736777702,0.31166666666666665,0.5416666666666666,0.375,0.07371114795831994,0.023333333333333327,0.125,0.08333333333333333,0.026562295750848713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
8,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.36076666666666674,0.8416666666666667,0.125,0.023034901056151,0.40226666666666666,0.4625,0.12083333333333335,0.023455063419227838,0.23696666666666666,0.4125,0.125,0.022882404691038145,0.6312544413324277,0.8395774976711402,0.16703867966591202,0.029911241249780833,0.6321823046139317,0.8395774976711402,0.16703867966591202,0.028784157488896435,0.2176699053938423,0.562321312484385,0.23867122992022208,0.04366406455584512,0.2164666666666667,0.5625,0.2708333333333333,0.049424060717203094,2.2399246708417873,2.4892454085764304,0.25647112419949014,0.045174135694216286,0.2866666666666666,0.5833333333333334,0.4166666666666667,0.0817516564562048,0.07933333333333334,0.16666666666666666,0.125,0.028099031220943465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
9,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.3935333333333333,0.7625,0.11249999999999999,0.02493578419326999,0.42169999999999996,0.5041666666666667,0.12083333333333329,0.023483422048566748,0.18476666666666666,0.4041666666666667,0.11249999999999999,0.020118427153013506,0.5967965912866322,0.8483964913640509,0.13440605613671164,0.029427666681596496,0.5966176498871464,0.8483964913640509,0.13440605613671164,0.029660387553441428,0.17376626267247944,0.592549333410826,0.17856715827041958,0.03932345782108548,0.17723333333333335,0.6416666666666667,0.22916666666666669,0.0450726080896147,2.165070383492716,2.4379038654387863,0.20117710744164619,0.04713190080779996,0.23766666666666664,0.625,0.33333333333333337,0.0701237002256251,0.08866666666666667,0.20833333333333334,0.20833333333333334,0.037629775444453555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
10,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.3856333333333334,0.8208333333333333,0.12083333333333335,0.02621733947006997,0.38976666666666676,0.4625,0.1375,0.028511712992694383,0.22459999999999994,0.37083333333333335,0.09166666666666665,0.019912475151689875,0.6162383600401041,0.8356262828769803,0.12643740895509203,0.028186558498769082,0.6161448868286916,0.8356262828769803,0.11810058291151981,0.027325791892369427,0.19881327519969028,0.5708205213810186,0.17380655036592035,0.03956623439058621,0.19763333333333333,0.5875,0.20833333333333331,0.0446478069636871,2.2221932370059414,2.5816057032645134,0.2278337630938725,0.047065243323876245,0.15500000000000005,0.4166666666666667,0.29166666666666663,0.06249444419750892,0.062,0.20833333333333334,0.16666666666666666,0.035596504197899975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
11,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.40123333333333333,0.8083333333333333,0.1333333333333333,0.027157073971005537,0.40326666666666666,0.4708333333333333,0.1375,0.02494206620684555,0.1955,0.3333333333333333,0.09166666666666667,0.018645821694596,0.57153016016711,0.7239244611503373,0.15440613236470718,0.03000373678675934,0.5711945505993152,0.7239244611503373,0.1449327522445482,0.0290926054090216,0.13716468250221273,0.3716116201178249,0.16034299417988596,0.03229572022805431,0.13696666666666665,0.4,0.20833333333333331,0.04181963919287471,2.1529890511057226,2.333052992199776,0.25109845687638765,0.050853892136147126,0.14133333333333334,0.4583333333333333,0.29166666666666663,0.06144012442117032,0.009666666666666664,0.125,0.08333333333333333,0.01910206504252587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
12,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.4164333333333333,0.775,0.11249999999999999,0.0246998875391052,0.40493333333333337,0.48333333333333334,0.13333333333333336,0.02548629261212998,0.17863333333333334,0.3458333333333333,0.09166666666666667,0.019635398872670986,0.5499785911910859,0.7460314096263923,0.11965629269875616,0.02828629500843314,0.5494414062030624,0.7460314096263923,0.11965629269875616,0.027640012208719675,0.11612643930499872,0.41733298734045,0.11201464174539125,0.026486601612134536,0.12153333333333333,0.425,0.175,0.034831881947434314,2.1116610690262254,2.3483337208293267,0.21337541659269643,0.04603814725745523,0.21833333333333338,0.4166666666666667,0.33333333333333337,0.07272474743090478,0.082,0.16666666666666666,0.16666666666666666,0.03976877613851796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
13,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.3846333333333333,0.8166666666666667,0.11666666666666664,0.025240047543536842,0.4367,0.5,0.12083333333333335,0.024825479742483215,0.1786666666666667,0.3625,0.1,0.019547662548527665,0.5882958476608832,0.76546798782655,0.14742486721692627,0.02928706070047849,0.5877679886019562,0.76546798782655,0.14742486721692627,0.02940976536726886,0.16035797104908786,0.4573093174695403,0.1843980822329089,0.036623875038140866,0.1597333333333333,0.4875,0.21666666666666667,0.04535031544665495,2.1864121812012876,2.353296952187485,0.23583775580073452,0.04772294843961952,0.25866666666666666,0.5416666666666666,0.375,0.06672830483885131,0.04533333333333334,0.16666666666666666,0.16666666666666666,0.04048868154599917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
14,250,240,modular,6,0.08,0.004,0.12,6,10.0,0.72,0.22,True,static,1.0,True,True,1.2,default,oracle,default,0.37203333333333327,0.7916666666666666,0.1166666666666667,0.02404749929248823,0.3832,0.44583333333333336,0.12083333333333335,0.025154721226839306,0.24476666666666672,0.4083333333333333,0.11666666666666664,0.019442965023084544,0.6362988149579858,0.8462275046456239,0.13407763485305602,0.026961773188192695,0.6359294967957342,0.8462275046456239,0.13365692536770457,0.026299263643725406,0.22466317299377012,0.5753786525176005,0.20681291476957558,0.040572670670352876,0.22156666666666663,0.5583333333333333,0.2625,0.05018317557818667,2.2366459829389806,2.524358652089539,0.23872983461258857,0.04444337730975335,0.2900000000000001,0.5,0.3333333333333333,0.06612278141625791,0.04800000000000001,0.125,0.125,0.028894443910359117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable
