theta,placement,seed,peak_D,early_D,tail_D,peak_dcomm,bridge_radical_tail
0.0,highdeg_nonbridge,5,0.8333333333333334,0.17545833333333336,0.0,6.0,0.23357142857142857
0.0,highdeg_nonbridge,6,0.7416666666666667,0.12829166666666666,0.0,6.0,0.31685714285714284
0.0,highdeg_nonbridge,7,0.7833333333333333,0.15566666666666668,0.0,6.0,0.26842857142857146
0.0,highdeg_nonbridge,8,0.8,0.16899999999999998,0.0,6.0,0.24899999999999997
0.0,highdeg_nonbridge,9,0.8166666666666667,0.13416666666666668,0.0,6.0,0.33957142857142864
0.0,highdeg_nonbridge,10,0.8,0.19545833333333335,0.0,6.0,0.43328571428571433
0.0,highdeg_nonbridge,11,0.8375,0.15437499999999996,0.0,6.0,0.38671428571428573
0.0,highdeg_nonbridge,12,0.8583333333333333,0.14766666666666667,0.0,6.0,0.37457142857142856
0.0,highdeg_nonbridge,13,0.7791666666666667,0.15304166666666663,0.0,6.0,0.256
0.0,highdeg_nonbridge,14,0.7833333333333333,0.13416666666666666,0.0,6.0,0.39142857142857146
0.0,highdeg_nonbridge,15,0.7875,0.15770833333333334,0.0,6.0,0.211
0.0,highdeg_nonbridge,16,0.825,0.15041666666666667,0.0,6.0,0.28728571428571426
0.0,highdeg_nonbridge,17,0.8041666666666667,0.1399583333333333,0.0,6.0,0.323
0.0,highdeg_nonbridge,18,0.7916666666666666,0.155,0.0,6.0,0.24299999999999997
0.0,highdeg_nonbridge,19,0.8,0.14304166666666668,0.0,6.0,0.3501428571428571
0.0,highdeg_nonbridge,20,0.8416666666666667,0.14679166666666668,0.0,6.0,0.34657142857142853
0.0,highdeg_nonbridge,21,0.8083333333333333,0.14983333333333332,0.0,6.0,0.18514285714285714
0.0,highdeg_nonbridge,22,0.8041666666666667,0.12766666666666665,0.0,6.0,0.2554285714285714
0.0,highdeg_nonbridge,23,0.825,0.13049999999999998,0.0,6.0,0.3352857142857143
0.0,highdeg_nonbridge,24,0.7666666666666667,0.13154166666666664,0.0,6.0,0.25485714285714284
0.0,highdeg_nonbridge,25,0.8041666666666667,0.17158333333333334,0.0,6.0,0.34371428571428564
0.0,highdeg_nonbridge,26,0.8083333333333333,0.15241666666666664,0.0,6.0,0.37314285714285716
0.0,highdeg_nonbridge,27,0.7875,0.14775,0.0,6.0,0.30228571428571427
0.0,highdeg_nonbridge,28,0.8416666666666667,0.16779166666666673,0.0,6.0,0.3368571428571429
0.0,highdeg_nonbridge,29,0.7833333333333333,0.15533333333333332,0.0,6.0,0.32628571428571423
0.0,highdeg_nonbridge,30,0.7625,0.16883333333333334,0.0,6.0,0.36542857142857144
0.0,highdeg_nonbridge,31,0.8291666666666667,0.15358333333333332,0.0,6.0,0.28157142857142853
0.0,highdeg_nonbridge,32,0.775,0.15079166666666666,0.0,6.0,0.20871428571428569
0.0,highdeg_nonbridge,33,0.8458333333333333,0.14625,0.0,6.0,0.2765714285714286
0.0,highdeg_nonbridge,34,0.8375,0.15562499999999999,0.0,6.0,0.3004285714285714
0.0,highdeg_nonbridge,35,0.8,0.13954166666666665,0.0,6.0,0.216
0.0,highdeg_nonbridge,36,0.8416666666666667,0.16754166666666667,0.0,6.0,0.37014285714285716
0.0,highdeg_nonbridge,37,0.7583333333333333,0.125875,0.0,6.0,0.2661428571428571
